,isolationFreq,transitionFreq,ball-handlerFreq,roll-manFreq,playtype-post-upFreq,spot-upFreq,hand-offFreq,cutFreq,off-screenFreq,putbacksFreq,playtype-miscFreq
1,132.0033333333333,30.72,147.0,0.27,61.65333333333333,53.76333333333333,15.870000000000001,1.08,17.28,1.2033333333333331,6.453333333333334
2,3.6433333333333335,118.46333333333334,115.12333333333333,63.50333333333333,734.1300000000001,337.57,6.043333333333335,11.453333333333331,38.29,5.333333333333334,5.493333333333334
3,8.333333333333332,43.32,257.6133333333333,103.25333333333334,32.013333333333335,201.97333333333336,30.083333333333336,159.13,6.453333333333334,30.363333333333337,31.24333333333334
4,20.21333333333334,9.810000000000004,15.610000000000005,6.75,95.20333333333332,102.22333333333339,4.5299999999999985,35.723333333333336,116.83,6.75,2.9633333333333347
5,16.303333333333335,47.223333333333336,0.75,127.41333333333334,64.12,103.80999999999999,0.2700000000000001,132.26333333333332,3.413333333333334,32.49333333333333,39.763333333333335
6,6.903333333333334,14.44,37.32333333333333,0.0,0.0,54.75999999999999,36.12,5.559999999999999,18.730000000000004,2.9033333333333333,1.3633333333333337
7,41.07,272.52333333333337,213.36333333333334,96.33333333333333,286.1633333333333,87.44333333333331,3.853333333333333,37.24000000000001,0.0,48.25,31.76333333333333
8,11.710000000000004,3.1233333333333317,171.76333333333332,199.66333333333336,84.42333333333332,72.51999999999998,48.80333333333333,37.26333333333333,74.08333333333333,49.37333333333333,2.2533333333333347
9,57.843333333333334,108.24333333333334,167.45333333333332,0.0,0.0,300.06999999999994,25.11,5.069999999999999,12.333333333333334,1.8433333333333335,8.163333333333334
10,52.50333333333334,75.71999999999998,644.4100000000001,0.0,0.33333333333333337,135.1233333333333,11.083333333333334,0.91,2.763333333333333,0.0,12.040000000000001
bt_var,3.222683627192373,21.59075942894164,53.118622240733046,35.522841547503354,43.4231999861169,76.29888576519045,8.369406936924431,18.61355939654774,21.564990513212088,9.636167545929935,3.841170068027212
