,isolationFreq,transitionFreq,ball-handlerFreq,roll-manFreq,playtype-post-upFreq,spot-upFreq,hand-offFreq,cutFreq,off-screenFreq,putbacksFreq,playtype-miscFreq
1,99.00249999999998,23.040000000000003,110.25,142.9825,86.44,40.3225,11.902500000000002,83.53,12.96,0.9024999999999999,72.64
2,3.18,96.06,87.86,59.419999999999995,609.3225000000001,225.24916666666664,56.10916666666666,8.386666666666665,40.73666666666666,3.6358333333333337,4.0425
3,6.249999999999999,52.402499999999996,172.20916666666665,69.90333333333335,26.709166666666672,323.2533333333334,22.5625,106.14916666666666,4.840000000000001,25.922500000000003,21.04666666666667
4,19.560000000000002,26.790000000000006,26.00916666666667,19.710000000000004,218.05666666666664,353.1958333333334,9.5225,98.0625,124.12666666666667,48.722500000000004,37.77583333333333
5,15.7825,46.95333333333334,0.5625,126.76,59.55666666666667,84.80916666666666,0.20250000000000004,121.62249999999999,2.5600000000000005,29.88,34.8225
6,9.74,10.266666666666667,25.34916666666666,29.160000000000007,17.640000000000004,43.79666666666665,41.3025,15.956666666666665,28.486666666666668,11.035833333333334,0.909166666666667
7,28.7025,191.81583333333336,253.19333333333336,72.25,214.62249999999997,60.595833333333324,11.770000000000001,25.466666666666672,57.75999999999999,34.56916666666667,21.229999999999997
8,15.096666666666671,20.429166666666664,128.8225,192.1425,88.58249999999998,108.40916666666665,36.6025,46.620000000000005,58.895833333333336,50.276666666666664,15.069166666666666
9,38.5625,99.02916666666668,135.97333333333333,0.0,0.16000000000000003,202.76916666666662,18.3025,5.2025,8.226666666666667,2.2624999999999997,7.2200000000000015
10,43.31583333333334,67.28999999999999,433.40916666666675,0.0,0.25000000000000006,91.81583333333332,27.489166666666673,0.9091666666666667,21.349166666666665,0.0,12.026666666666666
bt_var,2.5367620002082463,22.814423261141194,63.89582887338611,19.198596366097462,25.818808829654312,66.4221040191587,6.662777826947105,10.70722337047064,12.57721131820075,6.718902098084129,1.9372563775510208
