,0,1,2
PatConnaughton,0.12719009819878455,6.356358179890629e-95,2.7697640333328823e-260
SteveNovak,0.12719009819878455,6.356358179890629e-95,2.7697640333328823e-260
KendrickPerkins,0.12719009819878455,6.356358179890629e-95,2.7697640333328823e-260
KobeBryant,0.12719009819878455,6.356358179890629e-95,2.7697640333328823e-260
BrandonJennings,0.12719009819878455,6.356358179890629e-95,2.7697640333328823e-260
