id,name,group,Dis2Center
0,0,0,0.011488148408085654
1,JamesJohnson,1,0.020515731526612003
2,LuisScola,1,0.0373454564871286
3,DeMarreCarroll,0,0.028982985240895563
4,CoryJoseph,1,0.028689417989032826
5,KyleLowry,4,0.06206150271961114
6,BismackBiyombo,1,0.018514185193227905
7,DeMarDeRozan,2,0.07317292659144177
8,JonasValanciunas,1,0.01378235372137667
9,BrunoCaboclo,0,0.011488148408085654
10,TerrenceRoss,0,0.03594312358314161
11,PatrickPatterson,0,0.03391130453835086
12,DelonWright,0,0.009836695414758418
13,LucasNogueira,0,0.010141291455897417
14,MarvinWilliams,0,0.032574852510491
15,JeremyLamb,3,0.02412731908060825
16,NicolasBatum,3,0.040937206188469605
17,JeremyLin,3,0.031339037712144135
18,AaronHarrison,0,0.011288861317545912
19,KembaWalker,4,0.04433320200900971
20,PJHairston,0,0.028423878783787264
21,BrianRoberts,0,0.01123487195809381
22,TroyDaniels,0,0.012633908341654202
23,CodyZeller,1,0.025283985595459673
24,FrankKaminsky,1,0.03882680007456297
25,TylerHansbrough,0,0.008877439335674262
26,SpencerHawes,0,0.019088083364195773
27,ChrisBosh,4,0.0656728854569493
28,DwyaneWade,2,0.03759819313075717
29,Amar'eStoudemire,0,0.013082508107604102
30,GoranDragic,1,0.03241178387700322
31,TylerJohnson,1,0.02087211456975436
32,LuolDeng,1,0.032069106757605506
33,ChrisAndersen,0,0.010837839481729316
34,GeraldGreen,3,0.030568090507528442
35,BenoUdrih,0,0.011488148408085654
36,JustiseWinslow,1,0.01869330344099741
37,HassanWhiteside,2,0.04350430161802172
38,UdonisHaslem,0,0.010834714157204352
39,RaymondFelton,3,0.03202832570971712
40,CharlieVillanueva,0,0.028797808537343313
41,Jose JuanBarea,3,0.03484618476701934
42,DwightPowell,1,0.022817022668487345
43,DeronWilliams,3,0.04254474022465405
44,JaValeMcGee,1,0.01839188790084384
45,JohnJenkins,0,0.007619039847800475
46,JeremyEvans,0,0.006928555319358848
47,WesleyMatthews,3,0.051798692345647004
48,ChandlerParsons,1,0.03622622880806102
49,ZazaPachulia,1,0.03699269420921169
50,DevinHarris,1,0.029675028187059808
51,DirkNowitzki,3,0.07686507819459605
52,AaronBrooks,0,0.032283924891193964
53,DougMcDermott,0,0.025603000755322836
54,BobbyPortis,0,0.02253578470881521
55,KirkHinrich,0,0.009533538206784334
56,PauGasol,2,0.07711948504829054
57,TonySnell,0,0.02204203240666025
58,JimmyButler,2,0.04635396849587001
59,TajGibson,1,0.033076757254686756
60,CameronBairstow,0,0.008620551833680776
61,NikolaMirotic,1,0.036798211679172625
62,E'TwaunMoore,0,0.01726761108646933
63,DerrickRose,2,0.04471865108591175
64,JoakimNoah,0,0.026456570396809754
65,KevinSeraphin,0,0.024643638757498802
66,LangstonGalloway,3,0.022692426843066715
67,JoseCalderon,3,0.04582213296902671
68,ArronAfflalo,3,0.04564457081082011
69,KristapsPorzingis,3,0.04271240941196272
70,CarmeloAnthony,4,0.07701110822567014
71,RobinLopez,2,0.08033231776930538
72,KyleO'Quinn,0,0.019515874794468115
73,JerianGrant,0,0.024686203312478783
74,SashaVujacic,0,0.008234412409437996
75,DerrickWilliams,1,0.026043186661057958
76,LanceThomas,1,0.033713874770717835
77,DrewGooden,0,0.010574835488164276
78,KrisHumphries,0,0.03532153517664321
79,MarcinGortat,2,0.05853687722760406
80,JaredDudley,3,0.03627979297470772
81,RamonSessions,1,0.036447708727740606
82,DeJuanBlair,0,0.011488148408085654
83,GarrettTemple,1,0.03052877053511025
84,JohnWall,4,0.07071838732683858
85,GaryNeal,0,0.011488148408085654
86,OttoPorter,3,0.024875377619407824
87,JarellEddie,0,0.010431164186424913
88,KellyOubre,0,0.01696763990280219
89,ChanningFrye,0,0.029790380109674462
90,JasonSmith,0,0.03915796098495378
91,NikolaVucevic,2,0.08879711656115137
92,TobiasHarris,2,0.04312202674908457
93,AndrewNicholson,1,0.038463945458957496
94,EvanFournier,3,0.03752876212668127
95,DewayneDedmon,0,0.018109043948338375
96,VictorOladipo,3,0.04206626745660436
97,ShabazzNapier,0,0.023776589322724993
98,ElfridPayton,2,0.03712185289390138
99,AaronGordon,1,0.016683081383960283
100,MarioHezonja,0,0.013907608730686782
101,MettaWorld Peace,0,0.010443101101157072
