id,name,group,Dis2Center
0,0,0,0.010648351997855783
1,JamesJohnson,1,0.02623630465257083
2,LuisScola,1,0.04050316733281813
3,DeMarreCarroll,0,0.029465525225784096
4,CoryJoseph,1,0.025426958373661237
5,KyleLowry,2,0.0726823475293203
6,BismackBiyombo,1,0.029070792465331483
7,DeMarDeRozan,2,0.07058357080487912
8,JonasValanciunas,1,0.029836779850528794
9,BrunoCaboclo,0,0.010648351997855783
10,TerrenceRoss,0,0.036320242507431065
11,PatrickPatterson,0,0.03425554881908479
12,DelonWright,0,0.009091560320256216
13,LucasNogueira,0,0.009757634508806737
14,MarvinWilliams,0,0.0330948790662838
15,JeremyLamb,1,0.021569013383543098
16,NicolasBatum,1,0.05085074003092545
17,JeremyLin,1,0.029931705727584593
18,AaronHarrison,0,0.01044189036564525
19,KembaWalker,2,0.0675803510567888
20,PJHairston,0,0.029002167323469687
21,BrianRoberts,0,0.010911869420889274
22,TroyDaniels,0,0.012297547772230006
23,CodyZeller,1,0.039006728573140845
24,FrankKaminsky,1,0.03581903500824264
25,TylerHansbrough,0,0.008471596432389678
26,SpencerHawes,0,0.01968781118468111
27,ChrisBosh,2,0.0623101925557377
28,DwyaneWade,2,0.03530451313836557
29,Amar'eStoudemire,0,0.013392156591705083
30,GoranDragic,1,0.03246091139980378
31,TylerJohnson,1,0.02178690900412537
32,LuolDeng,1,0.039790936181139804
33,ChrisAndersen,0,0.010025495770615626
34,GeraldGreen,1,0.0317843726936074
35,BenoUdrih,0,0.010648351997855783
36,JustiseWinslow,1,0.02810717360750749
37,HassanWhiteside,2,0.042369418488161344
38,UdonisHaslem,0,0.010239002023997093
39,RaymondFelton,1,0.029026760885201577
40,CharlieVillanueva,1,0.025463836753061585
41,Jose JuanBarea,1,0.03960628668221069
42,DwightPowell,1,0.035584757158281625
43,DeronWilliams,1,0.044698230477260625
44,JaValeMcGee,1,0.02820633306993051
45,JohnJenkins,0,0.0074469134202666525
46,JeremyEvans,0,0.006390431723357253
47,WesleyMatthews,1,0.05634429894972059
48,ChandlerParsons,1,0.039380862550332525
49,ZazaPachulia,2,0.03811378319290619
50,DevinHarris,1,0.026159896345821092
51,DirkNowitzki,1,0.08781521441831346
52,AaronBrooks,1,0.02640251959247132
53,DougMcDermott,1,0.02267254904515691
54,BobbyPortis,0,0.022936767753482367
55,KirkHinrich,0,0.009598892181491302
56,PauGasol,2,0.07684771433633458
57,TonySnell,0,0.022700327896307413
58,JimmyButler,2,0.04307196990505098
59,TajGibson,2,0.04186416431974419
60,CameronBairstow,0,0.007947313606241022
61,NikolaMirotic,1,0.03315185120695436
62,E'TwaunMoore,0,0.01772449544413879
63,DerrickRose,2,0.028877272725867195
64,JoakimNoah,0,0.02694644608133707
65,KevinSeraphin,0,0.02503726123321428
66,LangstonGalloway,1,0.013503986477772517
67,JoseCalderon,1,0.051980331302213134
68,ArronAfflalo,1,0.05089708926609586
69,KristapsPorzingis,1,0.04896042391680795
70,CarmeloAnthony,2,0.08675084859233817
71,RobinLopez,2,0.087070051333752
72,KyleO'Quinn,0,0.01990551930385893
73,JerianGrant,0,0.025240411352961466
74,SashaVujacic,0,0.0074685913475647904
75,DerrickWilliams,1,0.0346930045364163
76,LanceThomas,1,0.029266388014562498
77,DrewGooden,0,0.009915681183382267
78,KrisHumphries,0,0.0357108105690519
79,MarcinGortat,2,0.05377604230057622
80,JaredDudley,1,0.0366444874548135
81,RamonSessions,2,0.035423211835453855
82,DeJuanBlair,0,0.010648351997855783
83,GarrettTemple,1,0.02403704340318261
84,JohnWall,2,0.09192807703641274
85,GaryNeal,0,0.010648351997855783
86,OttoPorter,1,0.030948971398428032
87,JarellEddie,0,0.009663279014320682
88,KellyOubre,0,0.017560203977002087
89,ChanningFrye,0,0.03011924374269166
90,JasonSmith,0,0.039322833735781784
91,NikolaVucevic,2,0.10004951615575026
92,TobiasHarris,2,0.04369845012980079
93,AndrewNicholson,1,0.03573214472328645
94,EvanFournier,1,0.04332171141040635
95,DewayneDedmon,0,0.01854034511400828
96,VictorOladipo,1,0.046609120920753665
97,ShabazzNapier,0,0.023846260052798718
98,ElfridPayton,2,0.023422477811605086
99,AaronGordon,1,0.023871538805505254
100,MarioHezonja,0,0.014310814375078907
101,MettaWorld Peace,0,0.01019283746092364
102,BrandonBass,1,0.03139277966214438
103,LouWilliams,1,0.03564165137948099
104,NickYoung,0,0.02923116804185834
105,RoyHibbert,1,0.02277722638793592
106,RobertSacre,0,0.008001553320448994
107,RyanKelly,0,0.011399458190584758
108,JordanClarkson,1,0.044793525352674966
109,JuliusRandle,2,0.03343845499240638
110,AnthonyBrown,0,0.008752152441231814
111,D'AngeloRussell,1,0.04184349211126313
112,LarryNance Jr.,0,0.029442254409269536
113,MarceloHuertas,0,0.010193930975714888
114,CarlLandry,0,0.016586322976901983
115,IshSmith,1,0.03287615350188263
116,KendallMarshall,0,0.006706962113539407
117,HollisThompson,1,0.03679451213375163
118,NerlensNoel,2,0.04291231805450737
119,IsaiahCanaan,1,0.04612248200211163
120,RobertCovington,1,0.03465149938519944
121,NikStauskas,0,0.026098249901039695
122,JeramiGrant,1,0.041300602934084926
123,JaKarrSampson,1,0.02580479462714582
124,TJMcConnell,0,0.0292080840521794
125,JahlilOkafor,2,0.05808606333664277
126,RichaunHolmes,1,0.03343845235798785
127,AveryBradley,1,0.05392475655441826
128,IsaiahThomas,2,0.055530034329417576
129,JaredSullinger,1,0.037171385046351244
130,JonasJerebko,0,0.011990384940282523
131,EvanTurner,1,0.04032233665153389
132,JamesYoung,0,0.009425082763832783
133,MarcusSmart,0,0.01783455734409365
134,KellyOlynyk,1,0.02600774977388722
135,DavidLee,1,0.027435962040115974
136,TylerZeller,0,0.01948524371746554
