,isolationFreq,transitionFreq,ball-handlerFreq,roll-manFreq,playtype-post-upFreq,spot-upFreq,hand-offFreq,cutFreq,off-screenFreq,putbacksFreq,playtype-miscFreq
1,76.73699999999998,118.53,270.572,115.112,77.312,113.67800000000001,16.067,67.952,10.368,0.7219999999999999,54.529999999999994
2,8.003000000000002,74.093,80.345,104.42299999999999,472.92300000000006,170.315,46.086999999999996,12.562000000000001,45.864999999999995,12.318000000000001,5.243
3,4.799999999999999,44.251999999999995,145.088,162.40800000000002,20.698000000000004,267.978,18.05,103.048,5.088,28.758000000000003,17.243000000000002
4,43.952000000000005,39.89300000000001,26.528000000000002,22.595,282.127,311.868,10.068000000000001,75.438,108.937,45.995000000000005,28.796999999999997
5,12.090000000000002,46.16700000000001,0.45,103.52000000000001,50.392,63.711999999999996,0.16200000000000003,120.61999999999999,2.0480000000000005,80.21000000000001,30.677
6,10.667,13.318000000000005,69.41499999999999,47.861999999999995,14.112000000000002,33.11199999999999,48.367999999999995,49.780000000000015,45.565000000000005,27.192,3.8419999999999996
7,23.607,148.23300000000003,191.943,62.768,161.19799999999998,67.81299999999999,8.868,24.100000000000005,43.60799999999999,29.247999999999998,16.102999999999998
8,11.435000000000004,16.648,103.05799999999999,146.957,118.118,124.37799999999999,27.916999999999998,36.423,44.172,37.791999999999994,11.322999999999999
9,29.273,74.37700000000001,114.46199999999999,0.0,0.12800000000000003,157.43299999999996,18.098,4.6819999999999995,29.497999999999998,2.327,5.417000000000001
10,32.578,59.312,430.62700000000007,0.162,2.5680000000000005,74.21799999999999,21.842000000000002,12.158000000000001,162.082,0.288,9.469999999999999
bt_var,2.5381190920449805,12.814245506039148,50.146986322365684,18.043749121199504,30.436910462307367,45.105147896709724,4.526469612661391,10.593001482715538,9.432054277384424,6.695301332778008,1.4222653061224495
