,isolationFreq,transitionFreq,ball-handlerFreq,roll-manFreq,playtype-post-upFreq,spot-upFreq,hand-offFreq,cutFreq,off-screenFreq,putbacksFreq,playtype-miscFreq
1,55.68476190476189,105.69285714285716,201.41285714285712,82.74142857142857,61.051428571428566,180.79476190476194,14.375714285714286,47.79238095238096,12.87,2.883333333333334,40.9947619047619
2,7.684761904761906,51.97904761904763,76.13809523809523,87.9790476190476,338.7314285714286,249.9695238095238,36.389047619047616,8.834761904761905,38.05285714285714,12.955714285714286,6.029047619047618
3,4.122380952380952,30.396190476190473,108.86333333333334,119.17142857142859,64.73809523809524,179.8147619047619,12.892857142857144,72.04,4.032380952380953,42.98142857142856,11.576190476190478
4,38.21904761904762,29.159047619047623,207.49476190476193,90.34571428571428,236.36238095238096,239.1957142857143,24.830000000000002,60.70809523809524,85.51619047619049,36.16476190476191,20.47142857142857
5,9.395714285714286,39.54285714285715,0.32142857142857145,69.03476190476191,120.28809523809525,383.8880952380953,0.11571428571428573,103.13,9.304761904761904,67.34809523809524,22.169047619047618
6,18.922857142857143,13.629523809523809,130.4228571428571,36.86142857142857,17.552857142857146,76.11571428571428,37.22904761904761,37.61285714285715,117.71952380952382,20.715714285714284,2.9461904761904765
7,26.525714285714287,112.92571428571432,194.40809523809526,101.95619047619046,111.6595238095238,96.91619047619048,16.84809523809524,17.889523809523812,30.772857142857138,20.856666666666666,11.184761904761904
8,14.824761904761905,16.42904761904762,72.52142857142856,99.3690476190476,148.60142857142856,94.1190476190476,19.646666666666665,42.90571428571429,31.504761904761903,34.06809523809523,8.126666666666667
9,26.65476190476191,72.10952380952382,125.04142857142857,69.77285714285715,229.4228571428572,155.1333333333333,23.67476190476191,10.236666666666665,40.90238095238095,2.4123809523809525,5.818095238095239
10,32.94809523809524,43.41476190476191,339.04238095238094,0.11571428571428571,1.922380952380953,79.21285714285715,22.246190476190478,9.354761904761906,121.94238095238096,1.7557142857142856,9.26
bt_var,2.334964806330695,10.659711162015826,57.85402457309455,16.126354019158686,20.03000270720533,26.36656247396918,3.6882634319033736,11.494514369012913,7.977985006247397,6.221330487296958,0.7267551020408171
