,isolationFreq,transitionFreq,ball-handlerFreq,roll-manFreq,playtype-post-upFreq,spot-upFreq,hand-offFreq,cutFreq,off-screenFreq,putbacksFreq,playtype-miscFreq
1,94.7055357142857,113.56839285714287,203.6755357142857,72.52839285714286,52.33999999999999,155.28125000000003,12.378392857142858,41.402678571428574,11.242678571428572,2.482678571428572,35.20214285714285
2,7.960000000000001,44.902678571428574,65.27982142857142,85.3755357142857,308.2983928571429,215.34214285714282,39.537142857142854,7.619821428571428,112.35714285714285,13.076428571428574,5.35642857142857
3,12.625535714285714,45.097142857142856,148.96267857142857,117.78696428571432,63.51839285714285,170.1285714285714,12.447857142857144,66.39982142857143,24.67428571428571,40.466964285714276,10.014285714285716
4,33.32553571428572,25.34267857142857,188.2364285714286,128.3,202.8314285714286,247.93839285714284,23.384107142857147,65.7792857142857,78.35125000000001,37.816964285714285,17.594107142857144
5,8.88,36.588392857142864,0.28125,63.651250000000005,152.6764285714286,329.2226785714286,0.10125000000000002,88.44214285714285,8.419999999999998,61.08839285714286,22.962142857142855
6,17.302142857142858,12.368571428571425,133.0555357142857,32.154285714285706,16.21357142857143,113.61267857142856,32.58839285714286,32.375535714285725,103.85142857142857,18.322678571428572,2.525714285714286
7,22.87982142857143,108.38214285714288,193.22839285714286,114.19267857142857,233.84410714285715,88.75428571428571,16.165714285714287,16.66,27.61142857142857,17.938392857142855,9.836964285714286
8,15.976428571428572,14.390714285714285,63.61839285714285,109.57357142857141,159.3155357142857,101.06214285714285,17.50125,44.52125,28.822678571428572,34.66982142857142,10.885714285714284
9,23.836964285714288,62.23928571428572,133.51142857142855,79.15839285714287,199.82696428571435,151.57642857142855,24.814107142857146,44.89928571428571,40.225,33.78267857142857,13.836964285714286
10,32.46696428571429,37.462678571428576,392.6485714285714,14.334107142857146,1.7041071428571433,273.3621428571429,22.636428571428574,8.139821428571429,104.61696428571429,1.5612499999999998,7.9383928571428575
bt_var,2.4620840665347767,9.75797970246772,42.087378299406495,15.538676404362766,18.639328600062477,23.288873151811746,3.6490310157226156,9.380942120470639,8.080221522282383,6.261300376145355,0.6801403061224491
