,isolationFreq,transitionFreq,ball-handlerFreq,roll-manFreq,playtype-post-upFreq,spot-upFreq,hand-offFreq,cutFreq,off-screenFreq,putbacksFreq,playtype-miscFreq
1,76.9711111111111,94.95433333333334,229.17833333333334,57.43066666666667,42.76622222222221,155.61822222222224,11.799555555555555,40.958222222222226,12.284555555555556,16.178222222222225,27.572111111111113
2,46.31377777777777,40.39122222222223,109.88677777777778,80.45155555555556,252.31344444444449,240.40044444444436,35.537333333333336,128.02266666666662,98.39788888888887,24.540444444444447,4.7543333333333315
3,20.580000000000002,40.821111111111115,134.2925,112.8552777777778,59.56194444444444,151.11249999999998,13.268611111111113,63.60277777777778,23.19444444444444,36.287499999999994,9.796111111111113
4,29.743222222222226,32.61377777777778,157.7128888888889,127.81611111111111,177.5337777777778,257.2182222222222,20.47566666666667,70.05155555555555,66.44055555555555,50.11433333333333,20.92544444444444
5,12.884,40.11788888888889,40.355666666666664,68.71333333333332,136.71511111111113,297.31733333333335,6.321000000000001,127.04488888888889,6.995555555555554,60.21066666666666,20.67344444444444
6,17.017333333333333,27.736000000000004,135.94766666666666,56.53999999999999,58.43955555555556,152.72677777777778,32.77122222222222,81.22455555555557,99.45111111111112,28.435999999999996,3.8005555555555555
7,18.838333333333335,87.77155555555558,304.70000000000005,104.15122222222222,195.50222222222223,76.5071111111111,12.728444444444445,15.857888888888889,23.238777777777774,15.580555555555556,7.709444444444443
8,15.171111111111113,13.542499999999999,56.657777777777774,99.91027777777776,182.57694444444442,88.445,15.76361111111111,39.45194444444444,25.265,30.616111111111103,10.219444444444443
9,24.040555555555557,50.07211111111112,125.684,68.13166666666667,160.3995555555556,240.7617777777778,30.725444444444445,38.56399999999999,41.52322222222222,27.54455555555555,11.255111111111113
10,29.85344444444445,46.01433333333333,373.01655555555556,11.529000000000003,1.386777777777778,260.76500000000004,20.10488888888889,11.662333333333333,91.20277777777778,1.2756666666666667,9.181000000000001
bt_var,1.4637146576786422,6.667851570539024,39.00645680107569,14.826034069549209,17.383849545199787,14.22420472210653,2.4471288618425455,8.168525471125713,4.569352594340836,5.871095447164505,0.9934573519778283
