type,component,rank,mean,var,mean_all,var_group
roll-manFreq,10,1,1.1700000000000002,11.529000000000003,7.512244897959184,14.826034069549207
playtype-post-upFreq,10,1,0.47,1.386777777777778,7.990816326530613,17.383849545199787
putbacksFreq,10,1,0.47,1.2756666666666667,4.741836734693877,5.871095447164505
