,0,1,2,3,4
KentaviousCaldwell-Pope,0.0,0.07194998804340581,0.0,0.0,9.683565670910693e-134
LouAmundson,0.0,0.06363791220616177,3.4810112213649073e-297,1.3663311131594674e-120,0.0
JarnellStokes,0.0,0.06260841818431992,0.0,1.0672856742513435e-16,0.0
DarrenCollison,1.6719203420645336e-293,0.05431266322476194,3.369838130475221e-194,3.524603253372141e-91,0.0
JeffTeague,0.0,0.05318011256154399,9.397071718873405e-22,4.578175679260419e-186,8.99583646882439e-122
